id,authors,title,abstract
P1141,Amanda Studnicki: University of Florida; Ahmed Rageeb Ahsan: University of Florida ; Eric Ragan: University of Florida; Daniel P. Ferris: University of Florida,Brain Dynamics of Balance Loss in Virtual Reality and Real-world Beam Walking,"Virtual reality (VR) aims to replicate the sensation of a genuine experience through the integration of realism, presence, and embodiment. In this study, we used mobile electroencephalography to quantify differences in anterior cingulate brain activity, an area involved in error monitoring, with and without VR during a challenging balance task to discern the factors contributing to VR's perceptual shortcomings. We found a major delay in the anterior cingulate response to self-generated loss of balance in VR compared to the real world. We also found a robust response in the anterior cingulate when loss of balance was generated by external disturbance."
P1144,Anh Nguyen: University of Calgary; Seoyoung Kang: KAIST; Woontack Woo: KAIST ; Kangsoo Kim: University of Calgary,Investigating the Impact of Virtual Avatars and Owner Gender on Virtual Partner Selection in Avatar-based Interactions,"As real-life social interactions transition to virtual environments using Virtual/Augmented Reality (VR/AR) technologies, understanding how gender representation in virtual avatars affects choices and behaviors becomes increasingly relevant. In this paper, we investigate the combined impact of avatars' gender representation and their owner's gender on virtual partner selection in physical, intellectual, social, and romantic scenarios. We introduce our preliminary research plan, outlining both the study design and system development. The research will contribute to our understanding of social dynamics and gender effects in avatar-mediated interactions."
P1145,Stanley Tarng: University of Calgary; Yaoping Hu: University of Calgary,An exploration on modeling haptic reaction time of 3D interactive tasks within virtual environments ,"Virtual environments (VEs) utilize haptic cues - e.g., vibrotactile and force feedbacks - to facilitate user interactions in 3D tasks. Existing studies reported maximum likelihood estimation (MLE) to integrate cues of different modalities. The MLE integration was excluded for cues of the same modality. Although proportional likelihood estimation (PLE) was able to integrate same-modality cues for the parameter of task accuracy, its applicability remains unclear to other task parameters like reaction time. This feasibility study compared thus MLE and PLE to integrate the haptic cues for reaction time. PLE was found to be applicable to model haptic reaction time."
P1148,Amanuel Ergogo: SANO Centre for Computational Personalized Medicine; Diego Dall'Alba: SANO Centre for Computational Personalized Medicine; Przemysław Korzeniowski: Sano Centre for Computational Medicine,HiLoTEL: Virtual Reality Robot Interface-Based Human-in-the-Loop Task Execution and Learning in the Physical World Through Its Digital Twin,"HiLoTEL is a flexible virtual-reality framework for executing and learning tasks in virtual and physical environments. It enables human experts to collaborate with learning agents and intervene when necessary through human-in-the-loop imitation learning. HiLoTEL reduces the need to carry out repetitive tasks, providing the user with an intuitive supervision interface. The system is tested on Pick-and-Place task, considering both teleoperated and passthrough interaction modalities. The results show that HiLoTEL improves success rates while maintaining human-level completion time and providing users with 71% hands free supervision time, thus enabling effective human-robot collaboration."
P1154,Hao Sun: Beijing Insitute of Technology; Shining Ma: Beijing Institute of Technology; Mingwei Hu: Beijing Institute of Technology; Weitao Song: Beijing Institute of Technology; Yue Liu: Beijing Institute of Technology,Design and Analysis of Interaction Method to Adjust Magnification Function Using Microgestures in VR or AR Applications,"Among various interaction modes in VR/AR, microgestures have distinct advantages over controllers by reducing fatigue and improving the efficiency. In this paper, we proposed a microgesture set that utilizes the number of fingers as input instructions for magnification adjustment in VR environments. To evaluate the effectiveness of the proposed microgestures, a series of tasks have been designed in three scenes. The results revealed a significant improvement in completion time and subjective measures compared to the performance of controller. These findings offer valuable insights for future gesture design, contributing to the development of more efficient and user-friendly interaction techniques in VR."
P1156,wenfeng song: Beijing information science and technology university; Zhenyu Lv: Beijing Information Science and Technology University; wang xuan: Beijing Information Science & Technology Universit; Xia Hou: Beijing information science and technology university,Voicing Your Emotion: Integrating Emotion and Identity in Cross-Modal 3D Facial Animations,"Speech-driven 3D facial animation is widely applied in VR fields.Capturing intricate expressiveness remains an intricate challenge. Addressing this deficiency, we unveil a method tailored to produce 3D facial expressions that resonate deeply with emotion and identity, guided by speech and user-provided prompt words. Our key insight is an emotion-identity fusion mechanism, a pre-trained self-reconstruction codebook, meticulously crafted from a wide array of emotional facial movements, serving as an expressive motion benchmark. Using this foundation, prompt words are seamlessly transformed into vivid facial representations. Our approach is a robust tool for crafting 3D talking avatars, rich in emotional depth and distinctive identity."
P1158,Jose Joskowicz: Facultad de Ingenieria; Fabricio Gonzalez: Quantik; Inés Urrestarazu: Facultad de Ciencias Económicas,Using VR in a Two-Month University Course,"This paper describes the experience of using VR in a two-month University course. The experience was performed in the School of Economics, University of the Republic, Uruguay. Fourteen students and the professors attended the “Accounting in integrated management systems” class using Meta Quest 2 VR headsets during seven 1-hour sessions, one session per week. Different aspects were analyzed during the sessions, including audiovisual quality, comfort, sickness, immersion, presence, fatigue, cognitive load, and useful of the technology for the academic purposes."
P1161,Abhishek Mayuresh Kulkarni: University of Florida; Cecelia Albright: University of Florida; Pratik Kamble: University of Florida; Sharon Lynn Chu: University of Florida,Investigating Situated Learning Theory through an Augmented Reality Mobile Assistant for Everyday STEM Learning,"Situated learning theory (SLT) suggests learning should take place within authentic contexts to be effective. Research in virtual and augmented reality (AR) tend to use SLT to ground their work. Yet, the effectiveness of SLT to ground designs is still questionable.  This work investigates situated learning through an AR mobile application called Objectica that seeks to teach STEM (Science, Technology, Engineering, Mathematics) concepts using authentic everyday objects. A between-subjects study compared Objectica with a version not grounded in SLT. Initial results show no significant differences in the effectiveness of the two versions, questioning impact of SLT in educational app design."
P1166,"Radoslaw Sterna: Jagiellonian University in Kraków; Joanna Pilarczyk: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Kraków; Agata Szymańska: Institute of Psychology, Faculty of Philosophy, Jagiellonian University; Jakub Szczugieł: Jagiellonian University in Kraków; Magdalena Igras-Cybulska: AGH UST; Michał Kuniecki: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Kraków",Orienting response is modulated by the human-likeness and realism of the virtual proposer. Exploratory study with physiological measurement.,"This poster presents an exploratory analysis investigating the impact of virtual character's realism and human-likeness on participants' Orienting Response (OR) indexed by heart rate (HR) and skin conductance response (SCR). Fifty-nine participants, wearing HMD, watched the video recordings of the virtual characters and humans differing in terms of behavioral realism (movement and gaze), while their physiological responses were measured. Findings highlight a significant influence of behavioral realism on both indices of the Orienting Response (deeper HR deceleration and stronger SCR), which in case of SCR is further modulated by human-likeness of the virtual proposer"
P1167,"Radoslaw Sterna: Jagiellonian University in Kraków; Natalia Lipp: Sano Center for Computational Personalised Medicine; Agnieszka Strojny: Institute of Applied Psychology Faculty of Management and Social Communication, Jagiellonian University, Kraków, Poland; Michał Kuniecki: Institute of Psychology, Faculty of Philosophy, Jagiellonian University in Kraków; Paweł Strojny: Institute of Applied Psychology, Faculty of Management and Social Communication, Jagiellonian University in Kraków",The validation of a Polish version of Co-Presence and Social Presence Scale.,"This study validates the Polish translation of the Co-presence and Social Presence scale, confirming strong reliability and validity through robust internal consistency and favorable confirmatory factor analysis fit indices. Convergent validity results align with expectations, although correlation magnitudes are lower than anticipated. Examining discriminant validity, an unexpected weak positive correlation with eeriness challenges initial expectations of negative relationship. Furthermore, moderate to low correlations between co-presence and presence emphasize their distinct yet related nature"
P1169,Theodore Okamura: University of North Carolina at Greensboro; Regis Kopper: University of North Carolina at Greensboro,XR Slate: XR Swiping and Layout Adjustment for Text Entry,"In the expansive realm of virtual reality (VR) and digital interfaces, this project introduces XR Slate, an innovative text entry method to address the challenges associated with the prevailing ray-casting approach. XR Slate mitigates ray-casting difficulty in precisely hitting specific keys due by progressively refining the virtual keyboard using intuitive swiping gestures, eliminating unwanted keys and enhancing the accessibility and user-friendliness of the text entry process."
P1170,Ander J Talley: Mississippi State University; Adam Jones: Mississippi State University,Evaluating NeRF Fidelity using Virtual Environments,"Neural Radiance Fields (NeRF) are a promising form of 3D Reconstruction that utilize sparse 2D imagery to recreate synthetic and real scenes. Since NeRF was first developed, numerous methods and techniques have worked upon the original algorithm to improve its accuracy, fidelity, and speed. We aim to evaluate the fidelity of a reconstructed scene, as well as evaluate the quality of the reconstruction."
P1171,Tatiana Ortegon Sarmiento: Université du Québec à Trois-Rivières; Alvaro Uribe Quevedo: Ontario Tech University; Sousso Kelouwani: Université du Québec à Trois-Rivières; Patricia Paderewski Rodriguez: Universidad de Granada; Francisco Gutierrez Vela: Universidad de Granada,Prototyping Autonomous Vehicle Lane Detection for Snow in VR,"Autonomous vehicles (AVs) are gaining momentum, and features such as autopilot are becoming widespread among consumer vehicles. AVs track the road to drive correctly, however, when they fail, the driver must take over. Lane detection is a must-have feature for AVs, which has numerous investigations. Nevertheless, most have gaps in extreme weather, such as snowy winters. The lack of snow datasets adds to this, as most include mild scenarios. This paper presents the prototype of a virtual reality digital twin that will allow training lane detection using synthetic data that would otherwise be difficult to recreate in real life."
P1175,Marco Fiore: Polytechnic University of Bari; Michele Gattullo: Polytechnic University of Bari; Marina Mongiello: Polytechnic University of Bari,First Steps in Constructing an AI-Powered Digital Twin Teacher: Harnessing Large Language Models in a Metaverse Classroom,"This study proposes a ground-breaking idea at the intersection of artificial intelligence and virtual education: the creation of an AI-powered digital twin instructor in a Metaverse-based classroom using Large Language Models. We aim to build a teacher avatar capable of dynamic interactions with students, tailored teaching approaches, and contextual response inside a virtual world. The research aims to address two major issues for both students and teachers: the digital twin can provide feedbacks to resolve doubts about course content and material; also, it can improve student management and allow teachers to answer the trickiest questions raised by students."
P1176,Marco Fiore: Polytechnic University of Bari; Michele Gattullo: Polytechnic University of Bari; Marina Mongiello: Polytechnic University of Bari; Antonio E. Uva: Polytechnic Institute of Bari,Merging Blockchain and Augmented Reality for an Immersive Traceability Platform,"The demand for ethically sourced and safe products has surged, prompting industries to adopt intricate traceability systems. Blockchain technology, renowned for its decentralized and immutable ledger, revolutionizes traceability by ensuring data integrity and transparency in supply chains. However, complexities within supply chains often obfuscate meaningful insights for consumers. This paper explores leveraging Augmented Reality to enhance Blockchain-based traceability systems. By integrating AR, consumers can seamlessly access traceability information through QR codes, presented via optimized 3D models. This immersive approach fosters trust by visually demonstrating product quality. The architecture combines QR codes, Vuforia markers, and Blockchain, ensuring data security and immutability."
P1178,Michael Ramirez: Universidad Escuela Colombiana de Ingeniería Julio Garavito; Heather McCracken: Ontario Tech University; Brianna L Grant: Ontario Tech University; Alvaro Quevedo: Ontario Tech University; Paul Yielder: Ontario Tech University; Bernadette A. Murphy: Ontario Tech University,Using Machine Learning to Classify EEG Data Collected With or Without Haptic Feedback During a Simulated Drilling Task ,"Simulation environments (SE) are becoming important tools that can be leveraged to implement training protocols and educational resources. Electroencephalography (EEG) is used to compare the effects of different types of feedback in SE, but it can be challenging to know which aspects represent the impact of those feedback on neural processing. For this study, machine learning approaches were applied to differentiate neural circuitry associated with haptic and non-haptic feedback in a simulated drilling task. Electroencephalography was analyzed based on the extraction and selection of different types of features. Trials with haptic feedback were correctly identified from those without haptic feedback."
P1181,Qidi J. Wang: University of Central Florida; Ryan P. McMahan: University of Central Florida,Gender Identification of VR Users by Machine Learning Tracking Data,"Gender identification of virtual reality (VR) users by machine learning tracking data could afford personalized experiences, including mitigation of expected human factors or psychology issues. While much research has recently been conducted to identify individual users given their VR tracking data, little research has investigated gender identification. Furthermore, nearly all prior studies have only considered positions and rotations of all the devices. We present a systematic investigation of different combinations and spatial representations of VR tracked devices for predicting a user's gender. Our results indicate head rotations are integral to gender identification while head positions are surprisingly not as important."
P1182,Jingjing Zhang: University of Liverpool; Mengjie Huang: Xi'an Jiaotong-Liverpool University; Yonglin Chen: City University of Macau; Xiaoyi Xue: Xi'an Jiaotong-Liverpool University; Kailun Liao: Xi'an Jiaotong-Liverpool University; Rui Yang: Xi'an Jiaotong-Liverpool University; Jiajia Shi: Kunshan Rehabilitation Hospital,TacPoint: Influence of Partial Visuo-Tactile Feedback on Sense of Embodiment in Virtual Reality,"The employment of Virtual Reality in medical rehabilitation has been broadened to incorporate visual and tactile feedback, while how patients use tangible objects to induce better perceptions in VR remains unexplored. We investigated how partial visuo-tactile feedback influences users' embodiment, and proposed a design idea named TacPoint (a red point mark) that connects to the physical and virtual world. The results reported that higher embodiment illusions could be induced in the TacPoint session than in others without feedback during virtual interactions. TacPoint could help patients induce embodiment easily to increase their positive VR experience for further rehabilitation training."
P1183,Ruohan Wang: Marvin Ridge High School; Aidong Lu: University of North Carolina at Charlotte,Exploring Trustful AI Augmentation with Virtual Evacuation Study,"This project created a virtual evacuation study to explore people's trust of AI in dangerous situations. Our study adopts a virtual maze-like scenario with automatic AI-augmentation and three levels of fire simulations, where participants need to make the final decision. We have collected performance data and revised the metrics of KUSIV3 for participants to report their trust of AI in the post-questionnaires. Our results show that the levels of trust towards AI are generally positive, and can be affected by dangerous conditions. The participant-reported and measured trust levels also demonstrate a loose but consistent correlation."
P1184,Nicole Kosoris: Georgia Institute of Technology,Testing Virtualized Future Technologies Using Stressful Simulations,"This work used Virtual Reality (VR) to prototype and test novel devices for First Responders, investigating using intentionally stressful scenarios to better differentiate between designs. Using a mixed methods approach, researchers designed and built calm and stressful scenarios for a traffic stop. Researchers began with qualitative methods, confirmed via survey, to determine the factors First Responders identified as most stressful in a traffic stop. Visibility was identified as the most critical design consideration. Comparisons were then done between low and high-visibility displays; participants responded significantly more negatively to the low-visibility display when in a simulated high-stress scenario."
P1185,Fang Wang: University of Missouri; Albert Zhou: University of Missouri; Robert S. Walker: University of Missouri; Mike Sturm: University of Missouri; Amith Nalmas: University of Missouri; Scottie D Murrell Mr: University of Missouri,VR Reconstruction of Amazonian Geoglyphs Using LiDAR Data,"This work presents an interactive Virtual Reality (VR) application to enhance education on Amazonian geoglyphs. Many Amazonian archaeological sites are difficult to reach and visualize as they are hidden by dense rainforest foliage. Using a combination of VR technology and LiDAR (Light Detection and Ranging) data, we generate scale models of geoglyphs without the current foliage. We use this model to create a reconstruction of the historical usage of these earthworks, based on current archaeological and anthropological interpretations. The experience is enhanced by using reconstructions of artifacts commonly found in the vicinity of these geoglyphs."
P1186,Hao Yan: Southeast University; Ding Ding: Southeast University; Zhuying Li: Southeast University,Mind-Body TaoRelax: Relieving Stress through Immersive Virtual Reality Relaxation Training in a Taoist Atmosphere,"Virtual reality technology is providing a new method for psychological relaxation training, but most systems focus primarily on meditation as a singular relaxation method. We propose a novel virtual reality relaxation system called TaoRelax. Building upon traditional Taoist culture, the system integrates both meditation and progressive muscle relaxation training. It combines electromyography (EMG) as a means of feedback and assessment during training, providing users with a dual experience of relaxation for both body and mind. Our preliminary results indicate that after training in our system, participants experienced a significant reduction in psychological stress and a notable improvement in meditation abilities."
P1187,Wei Zheng: Beijing Technology and Business University; Xiaoming Chen: Beijing Technology and Business University; Zongyou Yu: Beijing Technology and Business University; Zeke Zexi Hu: The University of Sydney; Yuk Ying Chung: The University of Sydney,Light Field Transmission Fusing Image Super-Resolution and Selective Quality Patterns,"Light field imaging has revolutionized immersive experiences and virtual reality applications. However, the vast amount of data generated by light field imaging presents significant challenges in terms of storage and transmission. In this study, we propose a novel approach for light field storage and transmission. Our approach leverages image super-resolution, which can be utilized to significantly reduce the light field data to be transmitted while maintaining reasonable light field viewing quality. Moreover, we have devised selective transmission patterns that align with human viewing patterns, enhancing the overall efficiency of light field transmission."
P1188,Assem Kroma: Carleton University; Robert J Teather: Carleton University,A Taxonomy for Guiding XR Prototyping Decisions by the Non-Tech-Savvy,"Within XR design, prototypes play an essential role in materializing, communicating and evaluating concepts. Yet, selecting the appropriate prototype proves intuitive for seasoned designers but daunting for beginners and the non tech-savvy. Addressing the right challenges when making decisions on the prototyping method is vital for a constructive outcome. Taxonomies emerge as powerful tools in this context. We forge a holistic taxonomy based on various prototyping taxonomies in the contexts of XR and other disciplines. We further validate it by surveying existing XR prototyping work. Next, we will further validate it through a series of steps common in such research."
P1191,Somaiieh Rokhsaritalemi: Sejong University; Abolghasem Sadeghi-Niaraki: Sejong University; Soo-Mi Choi: Sejong University,Emot Act AR: Tailoring Content through User Emotion and Activity Analysis,"In an era characterized by immersive content delivery experiences, the convergence of augmented reality (AR) and user behavior data stands out as a transformative synergy. This paper introduces ""Emot Act AR,"" an innovative system intricately designed to dynamically tailor virtual content by user data. This framework incorporates user emotions and activities as intrinsic components. Through the utilization of sensing devices like camera and advanced AI models, the system dynamically customizes virtual elements, such as virtual flowers, in both static and dynamic settings. Additionally, the system utilizes user activity data to activate messaging avatars that encourage exercise."
P1192,"Liuyang Chen: East China Normal University; Liuyang Chen: NetEase, Inc.; Gaoqi He: East China Normal University; Changbo Wang: Depart of Software Science and Technology",Enhanced Techniques to Implement Jumping-Over-Down and Jumping-At-Air using Pressure-sensing Shoes in Virtual Reality,"Enhance the experience of jumping in the virtual reality environment is interesting and useful for various applications. This work includes three parts which are Jumping Detection, Jumping-Over-Down and Jumping-at-Air. One particular designed pressure-sensing shoes are used for jumping detection. This design could substantially reduce the cost of detecting jumping behaviors while ensuring high precision. Jumping-Over-Down motion allows users to control a virtual avatar to perform realistic downward jump in VR environment. While Jumping-at-Air motion represents a type of super-real jumping whicht resembles the double-jump feature found in many video games. From the hovering position, user can even execute another jumping."
P1193,Naoya Harada: Aoyama Gakuin University; Michiteru Kitazaki: Toyohashi University of Technology; Ryosuke Tasaki: Aoyama Gakuin Univercity,Robotic VR Massage System: Physical Care Robot with Out-of-body Experience in Virtual Karesansui,"We have developed a robotic VR system that combines a physical care robot with a visual massage therapy in virtual environments. The robotic finger generates a periodic pressing pattern designed using learning data from skilled therapists. The virtual massage movement can be seamlessly synchronized with the movements of the physical care robot controlled in the real world using a high-sensitive force sensor on the robot end-effector, This creates an out-of-body experience in the third-person perspective. Furthermore, the robotic VR massage system provide a healing impression through the design of Karesansui, a Japanese dry garden related to Zen."
P1199,Jihyung Kim: Pohang University of Science and Technology(POSTECH; Sungeun Park: POSTECH; Ju Hong Park: Pohang University of Science and Technology,"Analysis of the association between metaverse-based engineering education and environment, social and governance platforms","This paper proposed a metaverse environment-based engineering education method to utilize it as a platform that meets sustainable environmental, social, and governance according to social movements for reducing energy consumption and carbon footprint can be reduced by replacing them. Verifying the proposed method, we measured potential carbon footprint reduction as environmental factors and immersion as social and governance factors. Result of the experiment, the average value of all items was about 4.51, and the five items with the highest average value were separated from the real world due to the high sense of immersion and presence from the environment."
P1200,Katerina Georgieva Koleva: Technische Universität Berlin; Maurizio Vergari: Technische Universität Berlin; Tanja Kojic: Technische Universität Berlin; Sebastian Möller: Technische Universität Berlin; Jan-Niklas Voigt-Antons: University of Applied Sciences Hamm-Lippstadt,Influence of Personality and Communication Behavior of a Conversational Agent on User Experience and Social Presence in Augmented Reality,"A virtual embodiment can benefit conversational agents, but it is unclear how their personalities and non-verbal behavior influence the User Experience and Social Presence in Augmented Reality (AR). We asked 30 users to converse with a virtual assistant who gives recommendations about city activities. The participants interacted with two different personalities: Sammy, a cheerful blue mouse, and Olive, a serious green human-like agent. Each was presented with two body languages - happy/friendly and annoyed/unfriendly. We conclude how agent representation and humor affect User Experience aspects, and that body language is significant in the evaluation and perception of the AR agent."
P1201,Christian Aulbach: Julius-Maximilians-Universität Würzburg; Felix Scheuerpflug: Julius-Maximilians-Universität Würzburg; Daniel Pohl: immerVR GmbH; Sebastian von Mammen: University of Würzburg,Experimental Immersive 3D Camera Setup for Mobile Phones,"Immersive media is becoming popular due to increased consumer access to virtual reality (VR) headsets. Mass adoption of 3D and immersive media may require devices similar to 2D phone cameras. Smartphones now feature wide-angle cameras with up to 150° field of view, approaching the 180° field of view in VR180 stereo photos. In this work, we use two smartphones with 123° wide-angle cameras and create a new app to capture immersive media in an equirectangular format for VR consumption. Our work is a proof of concept deploying current mobile devices to approach VR180 stereo photos with the available smartphone today."
P1202,Ryleigh Byrne: Duke University; Zhehan Qu: Duke University; Christian Fronk: Duke University; Sangjun Eom: Duke University; Tim Scargill: Duke University; Maria Gorlatova: Duke University,AR Simulations in VR: The Case for Environmental Awareness,"Augmented reality (AR) simulations in virtual reality (VR) offer controlled conditions, fewer hardware limitations, and access to diverse settings. However, simulations in VR must replicate the effects of environmental context in AR. Here, we examine perceived virtual content transparency under varying environment illuminance, and conduct a user study identifying discrepancies between AR and a standard simulation in VR. Results show perceived transparency remains high across all illuminance levels tested in VR, but is reduced at low illuminance in AR. This illustrates the impact of environment properties on the efficacy of AR simulations in VR, and motivates development of context-aware simulations."
P1203,Shah Rukh Humayoun: San Francisco State University; Jenna Wong: San Francisco State University; Khanh Nguyen: San Francisco State University; Purva Zinjarde: San Francisco State University; Prathiba Ramesh: San Francisco State University,VR-Engine: Training Post-Earthquake Damages in Building Structure,"The use of latest advancements in technology, such as virtual reality (VR), can increase student engagement in classrooms and improve their learning skills in Science, Technology, Engineering, and Mathematics (STEM) fields. Therefore, it is now a time to explore deeply how we can use VR more effectively targeting different real-life applications in STEM fields. Targeting this, we developed a VR environment, called VR-Engine, to train civil engineering students about post-earthquake damages to the building structure. VR-Engine enables students to go around a 3D building structure to learn and diagnoses different kinds of damages in a post-earthquake scenario."
P1204,"Magdalena Igras-Cybulska: AGH UST; Radoslaw Sterna: Jagiellonian University in Kraków; Grzegorz Łukawski: Kielce University of Technology; Gabriela Wrońska: AGH University of Science and Technology",Exploring User Preferences of VR Relaxation Experiences: A Comparative Mixed-Methods Study,"This comparative study presents the results of a user experience investigation conducted during the use of four relaxing VR applications, distinguished by style and interactivity (Fujii, Real VR Fishing, TRIPP, Nature Treks VR), tested by 12 participants in a balanced order, within a within-subjects scenario. Both immersion and anxiety were measured. Semi-structured individual interviews were conducted to better understand user preferences. Among the most frequently suggested features, personalization and voluntary microinteractions appeared to be the most preferred."
