id,title,authors,abstract,url,hall,booth,url-embed
PO1050,Ambient Lighting for Improving Passengers' Acceptance of Driverless Buses: Combining The Evaluation in Virtual and Real Environment,Satoru Ogino: National Institute of Advanced Industrial Science and Technology; Yanbin Wu: National Institute of Advanced Industrial Science and Technology; Toru Kumagai: National Institute of Advanced Industrial Science and Technology(AIST); Takahiro Miura: National Institute of Advanced Industrial Science and Technology (AIST); Masaki Masuda: National Institute of Advanced Industrial Science and Technology; Koya Takahashi: National Institute of Advanced Industrial Science and Technology; Sota Suzuki: National Institute of Advanced Industrial Science and Technology; Naohisa Hashimoto: National Institute of Advanced Industrial Science and Technology,"To address traffic issues, the integration of autonomous vehicles, which operate without an onboard driver, is highly anticipated. However, the social acceptance of driverless vehicles is hindered by passengers' apprehension. Here we propose a system that uses Ambient lighting. To validate the effectiveness of our system, we are conducting experiments in both Virtual Reality (VR) and Real Space, ensuring a comprehensive evaluation.",https://youtu.be/TwKhjCTFHQE,Sorcerer's Apprentice Ballroom,,TwKhjCTFHQE
PO1051,Demonstrating Nebula : Dynamic Multi-Scents in 6DoF Virtual Reality,"Pierre-Philippe Elst: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Charles Javerliat: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Sophie Villenave: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Guillaume Lavoué: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023","Nebula is an open-source olfactory display compatible with autonomous HMDs and capable of diffusing scents at different diffusion rates. It relies on ultrasonic atomizers controlled via pulse-width modulated signals. Although designed to diffuse two odors simultaneously, it has only been evaluated and tested for the diffusion of a single odor so far. In this demonstration, we propose to showcase its capacity to diffuse two odors within a 6 DoF (degrees of freedom) immersive scenario.",https://www.youtube.com/watch?v=n1ECNCCKz8I,Sorcerer's Apprentice Ballroom,,n1ECNCCKz8I
PO1052,"Demonstrating PLUME, a toolbox to Record, Replay, Analyze and Share 6DoF XR Experimental Data","Charles Javerliat: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Sophie Villenave: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Pierre Raimbaud: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023; Guillaume Lavoué: Univ Lyon, Centrale Lyon, CNRS, INSA Lyon, UCBL, LIRIS, UMR5205, ENISE, F-42023","PLUME is an open-source software toolbox (PLUME Recorder, PLUME Viewer, PLUME Python) for recording, replaying, and analyzing behavioral and physiological data from 6DoF (Degrees of Freedom) XR experiments created with Unity. This work has been conditionally accepted for presentation at IEEE VR 2024 as IEEE TVCG paper. The present demonstration aims to showcase the capabilities of PLUME as an easy-to-use, performant tool for XR researchers, and to engage the research community.",https://www.youtube.com/watch?v=_6krSw7fNqg,Sorcerer's Apprentice Ballroom,,_6krSw7fNqg
PO1053,Multimodal Approach for the Diagnosis of Neurodegenerative Disorders Using Augmented Reality,"Daria Joanna Hemmerling: AGH University of Krakow; Paweł Jemioło: AGH University of Science and Technology; Mateusz Danioł: AGH University of Krakow; Jakub Kamiński: CuraTeX,; Marek Wodziński: AGH University of Krakow; Magdalena Wójcik-Pędziwiatr MD, PhD: Department of Neurology, Andrzej Frycz Modrzewski Krakow University","This study introduces an innovative multi-modal strategy for diagnosing neurodegenerative disorders by integrating Augmented/Mixed Reality. Our primary focus involves harnessing AR goggles to capture Parkinson's Disease symptoms. Through meticulous sensor data and technical intricacies, our system offers a transformative approach to patient care. Our work features an autonomous game-alike experience ' a 30-minute journey encompassing 17 varied tasks seamlessly integrating different skills.",https://www.youtube.com/watch?v=elDcGKRqWc4,Sorcerer's Apprentice Ballroom,,elDcGKRqWc4
PO1054,Immersive Behavioral Therapy for Phobia Treatment in Individuals with Intellectual Disabilities,"Carlos Cortés: Universidad Politécnica de Madrid; Marta Goyena: Universidad Politécnica de Madrid; Marta Orduna: Nokia Spain; Matteo Dal Magro: Universidad Politécnica de Madrid; Ainhoa Fernández-Alcaide: Fundación Juan XXIII; María Nava-Ruiz: Fundación Juan XXIII; Jesús Gutiérrez: Universidad Politécnica de Madrid; Pablo Perez: Nokia; Narciso García: Universidad Politécnica de Madrid","Adapting traditional behavioral therapy with eXtended Reality (XR) and physiological data allows phobia treatment for individuals with intellectual disabilities. Using systematic desensitization, our tool creates tailored virtual environments for stair-related phobias. Therapists guide the process, monitoring real-time data from the Head-Mounted Display and Empatica E4 wristband during the session. This approach promises a valid transition from classical to immersive therapies.",https://youtu.be/pCvxhyyMpq0,Sorcerer's Apprentice Ballroom,,pCvxhyyMpq0
PO1055,Coffee Masterclass: An Experience of Co-Creation with Prompt Engineering and Generative AI for Immersive Environments Development,Alexander Rozo-Torres: Universidad Militar Nueva Granada; Wilson J. Sarmiento: Universidad Militar Nueva Granada,"This work presents the design and development process of an immersive experience applying a co-creation approach between humans and generative artificial intelligence tools. Coffee Masterclass is an immersive experience that brings anyone to the art and pleasure of preparing specialty coffees. This work tells details of this approach, including how the generative artificial intelligence tools were used in each stage of immersive experience development.",https://youtu.be/OnfInJdGu-A,Sorcerer's Apprentice Ballroom,,OnfInJdGu-A
PO1056,"Touch My Heart: Navigating the Heart Models in MR with Haptic Feedback, 3D Sound, and Interactive Gamification","Olha Terendii: SoftServe; Sam Frish: Softserve; Tymur Prokopiev: SoftServe; Daria Joanna Hemmerling: SoftServe ; Mateusz Janusz: SoftServe; Tomasz Jadczyk: Division of Cardiology and Structural Heart Diseases, SUM","Touch My Heart utilizes a mixed reality headset and digital twin technology for an immersive exploration of the heart. The system, integrating hand tracking and haptic feedback, offers a realistic simulation, enhancing spatial audio for a fusion of senses. Users can interact with a 3D heart model, providing a comprehensive understanding of structure, function, and abnormalities including cardiac arrhythmia's and valvular heart diseases.",https://youtu.be/nnTvQt1FVho,Sorcerer's Apprentice Ballroom,,nnTvQt1FVho
PO1058,MeshReduce: Split Rendering of Live 3D Scene for Virtual Teleportation,Tao Jin: Carnegie Mellon University; Edward Lu: Carnegie Mellon University; Mallesham Dasari: Northeastern University; Kittipat Apicharttrisorn: Nokia Bell Labs; Srinivasan Seshan: Carnegie Mellon University; Anthony Rowe: Carnegie Mellon University,"This demo introduces MeshReduce, an innovative approach that integrates a distributed 3D scene capture technique with a split rendering framework. Our demo shows a cross-platform, live 3D telepresence system that can be viewed on standard web browsers. Our setup consists of multiple depth sensors, capturing users and the background in real-time. MeshFusion uniquely allows for real-time rendering of remotely captured 3D scenes, seamlessly merging them with content processed on the user's device.",https://youtu.be/561-RQ1zVc4,Sorcerer's Apprentice Ballroom,,561-RQ1zVc4
PO1060,GPT-VR Nexus: ChatGPT-Powered Immersive Virtual Reality Experience,Jiangong Chen: Pennsylvania State University; Tian Lan: George Washington University; Bin Li: Pennsylvania State University,"The fusion of generative Artificial Intelligence (AI) like ChatGPT and Virtual Reality (VR) can unlock new interaction capabilities through natural language. We introduce GPT-VR Nexus, a novel framework creating a truly immersive VR experience driven by an underlying generative AI engine. It employs a two-step prompt strategy and robust post-processing procedures, without fine-tuning the complex AI model. Our experimental results show quick responses to various user audio requests/inputs.",https://youtu.be/Cs_meytC6fc,Sorcerer's Apprentice Ballroom,,Cs_meytC6fc
PO1063,Design and Implementation of a Mixed Reality Human-Machine Interface for 3D Printer Real-Time Monitoring and Management,Patrick Shane McKelvey II: University of Missouri; Fang Wang: University of Missouri; Jung Hyup Kim: University of Missouri; Yao Yao: University of Missouri- Columbia; Yi Wang: University of Missouri,"In this research, a Mixed Reality enabled human-machine interface is designed for 3D printer monitoring and management. Compared to traditional interfaces, we introduce a task-oriented interface to simplify 3D printer operation and minimize potential human errors. We also integrate various sensors to enable real-time monitoring of printer statuses. This methodology can be readily expanded to other manufacturing machines to revolutionize human-machine interaction in the industrial domain.",https://youtu.be/59Nd7SqPXiE,Sorcerer's Apprentice Ballroom,,59Nd7SqPXiE
PO1066,Gamified Alzheimer's Disease Diagnosis via Virtual Reality,Botao Xiong: University of Science and Technology of China; Nan Li: Anhui Medical University; Yong Liao: University of Science and Technology of China; Pengyuan Zhou: University of Science and Technology of China,"VR has been proven as a promising tool for cognitive assessment thanks to its immersive experience. In this regard, we propose a VR Alzheimer's disease (AD) diagnosis method to allow patient to engage in real-life shopping tasks. We design sub-tasks tailored to the targeting user group to evaluate their cognitive status based on the collected metrics. Our method tries to help assess the status of AD, aiming at a feasible and effective reference for physicians regarding recovery status diagnosis.",https://www.youtube.com/watch?v=XXZ6P1J8EMs,Sorcerer's Apprentice Ballroom,,XXZ6P1J8EMs
PO1070,Infant Lumbar Puncture Training in VR,Pranav Sukumar: Columbia University; Siddharth Ananth: Columbia University; Ryan Ethan Friberg: Columbia University; Rohit V Gopalakrishnan: Columbia University; David Kessler: Columbia University Irving Medical Center; Robert Maniker: Columbia University Irving Medical Center; Bettina Schlager: Columbia University; Steven Feiner: Columbia University,"Lumbar puncture is a necessary staple of pediatric diagnostic medicine. We developed VirtuaLP, an immersive training system for infant lumbar puncture that runs on a standalone extended reality headset, allowing for a more accessible and flexible training experience. We provide a suite of visual hints to guide the student through the procedure. Additionally, VirtuaLP provides feedback on each component of insertion accuracy, including ideal position, depth, and angle.",https://www.youtube.com/watch?v=DYFkA6Xf9M4,Sorcerer's Apprentice Ballroom,,DYFkA6Xf9M4
PO1071,An Immersive Multi-User VR-based System for the Training of Electrical Substation Maintenance,"Jair Neto: Universidade Federal de Uberlândia; Lucas Pinheiro Moraes: Universidade Federal de Uberlândia; Bruno de Melo: Universidade Federal de Uberlândia; Gerson FlÌÁvio Mendes de Lima: Universidade Federal de Uberlândia; Alexandre Cardoso: Universidade Federal de Uberlândia; Edgard Afonso Lamounier Jr.: Universidade Federal de Uberlândia; Jader Oliveira: Eletronorte; Davidson Campos: Eletronorte; Luis dos Santos: Eletronorte","This works presents a multi-user platform to help electrical engineering in substation training. Based on Virtual Reality techniques, the system allows two or more engineers, geographically separate working within a unique environment. This system has been tested with real electrical engineers, and the results show that the proposed system has the potential to minimize efforts during training sessions. Finaly, cost reduction for training is achievable.",https://youtu.be/cwT6rRhbP94,Sorcerer's Apprentice Ballroom,,cwT6rRhbP94
PO1072,Simulation of an Aware Geriatric Virtual Human in Mixed Reality,Asif Ahmmed: New Jersey Institute of Technology; Erica Butts: New Jersey Institute of Technology; Kimia Naeiji: New Jersey Institute of Technology; Ladda Thiamwong: University of Central Florida; Salam Daher: New Jersey Institute of Technology,"We present an Augmented Reality (AR) experience, enabling user interaction with a Virtual Human (VH) of an older adult. We demonstrate the feasibility of the technology to foster communication and social connection  between caregivers (users) and older adults (the VH). We developed a 3D model of an embodied virtual geriatric patient that demonstrates awareness of its environment and conversations, and implemented a networking protocol for remote response control with a human in the loop.",https://www.youtube.com/watch?v=Pc1vC0g-h1Y&ab_channel=AsifAhmedg,Sorcerer's Apprentice Ballroom,,Pc1vC0g-h1Y
PO1073,DriVR: Extending Driver Training for Persons with Disabilities,Adam Jones: Mississippi State University; Woody Watson: Mississippi State University; Timothy Stewart: Mississippi State University; Jacob M Brewington: Mississippi Department of Rehabilitation Services; Connor Chrismond: Mississippi State University; Lalitha Dabbiru: Mississippi State University; Zaccheus Ahonle: Mississippi State University; Emily Wall: Mississippi State University; Kris Geroux: Mississippi State University; Kasee Stratton-Gadke: Mississippi State University,"DriVR is a prototype driver training tool for at-home use by persons with disabilities. Comprised of off-the-shelf components, DriVR strives to minimize barriers to entry for people in need of training with assistive technology for driving. In this research demonstration, we introduce our prototype and outline some of its key technical features.",https://youtu.be/xKw39yVDM3w,Sorcerer's Apprentice Ballroom,,xKw39yVDM3w
PO1074,BotanicAR: a cooperative experience in Augmented Reality,"Paola Barra: University of Naples Parthenope; Andrea Antonio Cantone: University of Salerno; Rita Francese: University of Salerno; Marco Giammetti: University of Salerno; Raffaele Sais: University of Salerno; Otino Pio Santosuosso: University of Salerno; Aurelio Sepe: University of Salerno; Simone Spera: University of Salerno; Genoveffa Tortora: Università di Salerno; Giuliana Vitiello: Università di Salerno","BotanicAR is a collaborative AR game leveraging the capabilities of Meta Quest 3. It offers a multiplayer experience (2-4 users) who collaboratively fight against a virtual plant within their real environment. The game encourages natural interaction without needing controllers, utilizing hand gestures for enhanced immersion. Real-virtual object occlusion further integrates game elements seamlessly into reality. BotanicAR also demonstrates potential applications in collaborative activities.",https://www.youtube.com/watch?v=5CqmI_l-LuI,Sorcerer's Apprentice Ballroom,,5CqmI_l-LuI
PO1075,rlty2rlty: Transitioning Between Realities with Generative Artificial Intelligence,Matt Gottsacker: University of Central Florida; Gerd Bruder: University of Central Florida; Greg Welch: University of Central Florida,"We present a system for visually transitioning a mixed reality (MR) user between two arbitrary realities (e.g., between two virtual worlds or between the real environment and a virtual world). The system uses artificial intelligence (AI) to generate a 360' video that transforms the user's starting environment to another environment, passing through a liminal space that could help them relax between tasks or prepare them for the ending environment. The video can then be viewed on an MR headset.",https://www.youtube.com/watch?v=u4CyvdE3Y3g,Sorcerer's Apprentice Ballroom,,u4CyvdE3Y3g,
PO1079,Multi-Projector Dynamic Spatially Augmented Reality on Deformable Surfaces,Muhammad Twaha Ibrahim: UC Irvine; Aditi Majumder: UC Irvine,"We will demonstrate the first multi-projector spatially augmented reality system on non-rigid surfaces like deformable fabrics, human body etc. Using two projectors and two RGB-D cameras, our system adapts the projection from both projectors in realtime based on the surface shape to ensure a seamless, registered display. We will demonstrate two applications of this system: projection on a large deformable fabric, and a surgical guidance system for cleft palate surgery.",https://youtu.be/1gil2zt1biE,Sorcerer's Apprentice Ballroom,,1gil2zt1biE
PO1080,MUN: an AI-powered multiplayer networking solution for VR games,"Paweł Babiuch: EpicVR sp. z. o.o.; Adrian Łapczyński: Epic VR sp. z o.o.; Hubert Jegierski: EpicVR sp. z o.o.; Maciej Jegierski: EpicVR sp. z o. o.; Barbara Kolber-Bugajska: EpicVR sp. z o.o.; Rafał Salamon: EpicVR sp. z o.o.; Mirosław Płaza: Kielce University of Technology; Stanislaw Deniziak: Kielce University of Technology; Paweł Pięta: Kielce University of Technology; Grzegorz Lukawski: Kielce University of Technology; Artur Jasinski: Kielce University of Technology; Jacek Opałka: Kielce University of Technology; Alicja Marmon: EpicVR sp. z o.o.; Kamil Kwiatkowski: EpicVR sp. z o.o.; Artur Cybulski: EpicVR sp. z o.o.; Magdalena Igras-Cybulska: AGH UST; Paweł Węgrzyn: Jagiellonian University","We present a new toolset named MUN (Metaverse Unity Networking) based on AI algorithms for creating multiplayer VR environments. It includes a Unity asset enabling creation and configuration of the multiplayer mode in VR setup, supplemented with 1) a recommendation engine for optimal programming methods, with error detection in application source code, 2) a user behavior analytics system in multiplayer mode, enhancing realism in avatar and NPC actions using a motion atlas and motion recognition.",https://www.youtube.com/watch?v=KyM-n8ywKs4,Sorcerer's Apprentice Ballroom,,KyM-n8ywKs4
PO1081,Demo: Volumetric Motion Annotation and Visualization for Immersive Sports Coaching,Jiqing Wen: Arizona State University; Qixuan Shi: Arizona State University; Lauren Gold: Arizona State University; Qianyu Ma: Arizona State University; Robert LiKamWa: Arizona State University,"The demand for remote sports coaching is on the rise due to location and scheduling constraints. Traditional remote coaching relies on 2D video formats, which limit spatial information and interactive engagement. We introduce our technical demonstration of Augmented Coach, an immersive remote sports training tool that leverages VR enhance the coaching experience. Our demo uses Azure Kinect and Meta Quest to host an athlete-coach interaction over volumetric captures of athletic performance.",https://youtu.be/lOu4DXWf8uE,Sorcerer's Apprentice Ballroom,,lOu4DXWf8uE
PO1091,Hybrid XRSpectator: A Hybrid Tabletop XR Sports Spectating Experience,Wei Hong Lo: University of Otago; Shazia Gul: University Of Otago; Tobias Langlotz: University of Otago; Holger Regenbrecht: University of Otago; Stefanie Zollmann: University of Otago,"In this demonstration, we present Hybrid XRSpectator --- a hybrid combination of Augmented Reality (AR) and Indirect AR for an immersive home-based stadium experience. Sports fans who cannot be physically present at a game can use the application to engage with game information via a Tabletop Stadium AR at home, then seamlessly transition into an indirect AR mode where they are surrounded by a 360-degree video recording of the stadium experience, complete with integrated information and replays.",https://youtu.be/N3THcfiXN_w,Sorcerer's Apprentice Ballroom,,N3THcfiXN_w
PO1092,GenDeck: Towards a HoloDeck with Text-to-3D Model Generation,Manuel Weid: Coburg University; Navid Khezrian: Coburg University of Applied Sciences and Arts; Aparna Pindali Mana: Coburg University of Applied Sciences and Arts; Forouzan Farzinnejad: Coburg University of applied sciences and arts; Jens Grubert: Coburg University,"Generative Artificial Intelligence has the potential to substantially transform the way 3D content for Extended Reality applications is produced. Specifically, the development of text-to-3D and image-to-3D generators with increasing visual fidelity and decreasing computational costs is thriving quickly. Within this work, we present GenDeck, a proof-of-concept application to experience text-to-3D model generation inside an immersive Virtual Reality environment.",https://youtu.be/CSEWgz8Fwoc,Sorcerer's Apprentice Ballroom,,CSEWgz8Fwoc
PO1096,Real-Time Virtual Human for Promoting Clinical Trial Education and Recruitment,Rashi Ghosh: University of Florida; Andrew H Maxim: University of Florida; Christopher You: University of Florida; Benjamin Lok: University of Florida,"Virtual human tech in healthcare is popular for its cost-effectiveness and accessibility. However, existing applications often lack real-time capabilities. Our work introduces a virtual human desktop VR architecture, enabling real-time interactions. Demonstrating dynamic responses to user input, it enhances clinical trial recruitment by providing up-to-date information that can be tailored to diverse populations.",https://youtu.be/WE2x4_WwXwU,Sorcerer's Apprentice Ballroom,,WE2x4_WwXwU
PO1098,"Integrating Cognitive Behavioral Therapy and Heart Rate Variability Biofeedback in Virtual Reality, Augmented Reality, and Mixed Reality for Stress Reduction",Nishu Nath: Montana State University; Laura Stanley: Montana State University; Karl Molina: Montana State University; Angelica Perez: Prisma Health; Jace Zavarelli: Montana State University; Apostolos Kalatzis: Cleveland State University; Camille Lundberg: Prisma Health; Alain Litwin: Prisma Health,"We introduce an innovative approach to reducing cognitive stress by integrating two non-pharmacological therapeutic strategies, Cognitive Behavioral Therapy (CBT) videos and Heart Rate Variability Biofeedback (HRV-BF), within Virtual Reality (VR), Augmented Reality (AR) and Mixed Reality (MR). The research demo presents a virtually created mental health therapist situated within a virtual therapy office who will deliver evidence-based CBT, which has been found to be efficacious.",https://www.youtube.com/watch?v=GdEEyUXevpA,Sorcerer's Apprentice Ballroom,,GdEEyUXevpA
