id,authors,title,abstract
P1250,Yuting Cheng: Xi'an Jiaotong-Liverpool University; Mengjie Huang: Xi'an Jiaotong-Liverpool University; Jiashu Yang: Xi'an Jiaotong-Liverpool University; Wenxin Sun: Xi'an Jiaotong-Liverpool University,Enhancing the Immersive Experience of the Yijing in Claborate-Style Painting through Virtual Reality,"Chinese claborate-style painting is a traditional painting that depicts objects with delicate brushstrokes of color. Virtual reality (VR) can create an immersive virtual environment, a representation that brings a new direction to the exhibition of paintings. In order to convey the yijing (artistic conception) of the claborate-style painting in VR, this paper investigates how to enhance the user's feeling of yijing in VR and set up two paths in VR to provide the user with a more immersive experience and provide a new reference for future VR design practices of Chinese paintings."
P1251,Di Zhang: Communication University of China; Ping Lu: Beijing University of Posts and Telecommunications; Qi Wu: Communication University of China; Long Ye: Communication University of China,A  Bio-Inspired Computational Model for the   3D Motion Estimation ,"Stereoscopic motion perception is pivotal for human-world interaction and has sparked advancements in artificial vision technologies. We introduce the Stereo Motion Perception Model (SMPM), a bio-inspired computational model designed to emulate the process of stereoscopic motion perception. The SMPM extracts temporal, spatial, and shape features from stereoscopic video stimuli, enabling accurate motion perception. The performance of SMPM is tested and compared with human perception. The results indicates that the SMPM effectively estimates target motion on both simplistic and complex scene, high consistency is shown with human stereo motion perception. Future implications of the bio-inspired model is discussed."
P1252,Wenxin Sun: Xi'an Jiaotong-Liverpool University; Mengjie Huang: Xi'an Jiaotong-Liverpool University; Chenxin Wu: Xi'an Jiaotong-Liverpool University; Wendi Wang: Xi'an Jiaotong-Liverpool University; Rui Yang: Xi'an Jiaotong-Liverpool University; Jiajia Shi: Kunshan Rehabilitation Hospital,Controlling Experience for Interaction Techniques in Virtual Reality Exergames,"Virtual reality (VR) has become an essential platform for upper limb rehabilitation by introducing VR interaction techniques (e.g., hand gestures, controllers, and tangible tools) into traditional rehabilitation apparatus. Controlling experience plays a significant role in upper limb exergames, highly relevant to rehabilitation outcomes. This study focused on users' controlling experience when integrating VR interaction techniques and traditional rehabilitation tables (commonly employed in clinics and homes). This study revealed that tangible tools or controllers contributed to the higher controlling experience, and they were recommended as the suitable options for upper limb exergames when building VR rehabilitations."
P1253,Maximilian Rettinger: Technical University of Munich ; Xuefei Jiang: Technical University of Munich; Jiaxin Yang: Technical University of Munich; Gerhard Rigoll: Technical University of Munich,Visual Complexity in VR: Implications for Cognitive Load,"Given the potential of Virtual Reality for education and training, it is essential to implement it as effectively as possible. For this reason, we investigate the impact of virtual environments with different complexity levels on the cognitive load. We compare the methods 1) No-Room, 2) Empty-Room, 3) Filled-Room, and 4) Animated-Room. In a within-subjects study (n=40), participants completed a letter recall and a mental rotation task to assess the cognitive load. The results show significant differences in the letter recall task, indicating that the cognitive load is also lower in the rooms with less complexity."
P1256,Yuanjie Xia: University of Glasgow; Dr Haobo Li: University of Glasgow; Marija Vaskeviciute: University of Glasgow; Daniele Faccio: University of Glasgow; Affar Karimullah: University of Glasgow; Hadi Heidari: University of Glasgow; Rami Ghannam: University of Glasgow,Cholesteric Liquid Crystal Based Reconfigurable Optical Combiner for Head-Mounted Display Application,"Recent advancements in Head-Mounted Displays (HMDs) showcase their potential to replace traditional displays. The upcoming generation of HMDs necessitates a seamless transition between Augmented Reality (AR) and Virtual Reality (VR) modes. We introduce an innovative Cholesteric Liquid Crystal (CLC) based optical combiner for HMDs. This approach enables the display device to switch between AR, VR and transparent modes via temperature modulation. We demonstrated the reconfigurability of the tunable optical combiners using 532 nm laser sources. Our findings demonstrate that CLC-based optical combiners can switch between the three modes at corresponding temperatures, paving the way for versatile applications in future HMDs."
P1257,Seda Tuzun Canadinc: Webster University; Wei Yan Ph.D.: Texas A&M University,Multi-3D-Models Registration-Based Augmented Reality Instructions for Assembly,"BRICKxAR (Multi 3D Models/M3D) prototype offers markerless, in-situ, and step-by-step, highly accurate Augmented Reality (AR) assembly instructions for large or small part assembly. The prototype employs multiple assembly phases of deep learning-trained 3D model-based AR registration coupled with a step count. This ensures object recognition and tracking persist while the model updates at each step, even if a part's location is not visible to the AR camera. The use of phases simplifies the complex assembly instructions. The testing and heuristic evaluation findings indicate that BRICKxAR (M3D) provides robust instructions for assembly, promising potential applicability at different scales and scenarios."
P1258,Victor Häfner: Karlsruhe Institute of Technology; Tengyu Li: Karlsruhe Institute of Technology; Felix Longge Michels: Karlsruhe Institute of Technology; Polina Häfner: Karlsruhe Institute of Technology; Haoran Yu: Karlsruhe Institute of Technology; Jivka Ovtcharova: Karlsruhe Institute of Technology,Semantic Web-Enabled Intelligent VR Tutoring System for Engineering Education: A Theoretical Framework,"An unmet demand exists for personalized virtual reality (VR) training that adapts to users' abilities and performance. The primary issue lies in the high cost of setting up and maintaining virtual environments, resulting in limited flexibility for training content updates. To address this, we incorporate Semantic Web technology into VR training and explore the integration of the intelligent tutoring system. Finally, we propose a framework for a Semantic Web-Enabled Intelligent VR Tutoring System, especially for engineering education."
P1260,Ashayla Williams: Purdue Northwest University; Magesh Chandramouli: Purdue Northwest University,Virtual Reality (VR)-Based Training Tool for Positive Reinforcement and Communication in Autistic Children,"This paper integrates a novel virtual reality (VR) framework with eye-tracking technology to enhance social communication skills in children diagnosed with Autism Spectrum Disorder (ASD). ASD often leads to a 'nonsocial bias,' hindering the perception of social cues. Leveraging social motivation theory, the framework employs positive reinforcement, integrating restricted interest objects (RIs) to enhance social attention and interaction. This approach signifies a significant advancement in using VR to address ASD-related social communication challenges. We believe the results from this research have the potential to enhance the overall quality of life of autistic children by helping them acquire essential social skills."
P1261,Jordan Glendinning: Abertay University; Haocheng Yang: Abertay University; Andrew Hogue: OntarioTech University ; Patrick C. K. Hung: Ontaruo Tech University; Ruth Falconer: Abertay University,Therapet: Designing an Interactive XR Therapeutic Pet,"As Extended Reality (XR) technologies continue to mature, they offer ever more diverse, complex, and impactful experiences. We present ``Therapet'', an augmented reality (AR) application designed for the Hololens 2. Therapet presents an interactive therapeutic pet avatar---using Volumetric Video recordings and traditionally animated models---with which users can interact with by feeding, playing fetch, and petting. We conducted a pilot study to investigate usability and user preferences, revealing positive user experiences and insights into the use of Volumetric Video avatars. Furthermore, we discuss lessons learned to create a successful AR therapeutic pet application."
P1262,Nayan N Chawla: University of Central Florida; Joseph LaViola: University of Central Florida; Ryan P. McMahan: University of Central Florida, A Methodology for Predicting User Curvature Perception of 3D Objects,"One's perception of an object's curvature affects its perceived appeal, realism, and even distance. However, studies indicate curvature perception often differs from the object's mathematically defined curvature, and no alternative for predicting curvature perception exists. We present two pairwise-comparison studies where participants selected objects perceived to have more curvature. The results indicate some objects are perceived to have significantly more curvature than others, yielding distinct perceptual clusters. We then demonstrate that traditional curvature measures poorly predict curvature perception, and present a novel methodology with results proving it a capable indicator of how a 3D object's curvature will be perceived."
P1263,Zhuang Chang: The University of Auckland; Jiashuo Cao: The University of Auckland; Kunal Gupta: The University of Auckland; Huidong Bai: The University of Auckland; Mark Billinghurst: Auckland Bioengineering Institute,The Impact of Virtual Agent Locomotion and Emotional Postures on Social Perception and Brain Activity in Mixed Reality,"When people interact with virtual characters, the character's non-verbal cues can change the user's perception of and engagement with it. In this work, we investigate the impact of virtual agent locomotion and emotional posture on user engagement, as measured by subjective questionnaires and EEG signals. We found the EEG-based engagement index was significantly lower in the postural agent condition, which was opposite to the questionnaire-based engagement result. From these results, we differentiate social engagement from task engagement and discuss their influence on overall perceived engagement."
P1264,Sofia Coloma: University of Luxembourg; Alexandre Frantz: University of Luxembourg; Dave van der Meer: University of Luxembourg; Ernest Skrzypczyk: SnT; Andrej Orsula: University of Luxembourg; Miguel Olivares-Mendez: SnT - University of Luxembourg,[EXTENDED] Immersive Rover Control and Obstacle Detection based on Extended Reality and Artificial Intelligence,"Lunar exploration has become a key focus, driving scientific and technological advances. Ongoing missions are deploying rovers to the Moon's surface, targeting the far side and south pole. However, these terrains pose challenges, emphasizing the need for precise obstacles and resource detection to avoid mission risks. This work proposes a novel system that integrates extended reality and artificial intelligence to teleoperate lunar rovers. It is capable of autonomously detecting rocks and recreating an immersive 3D virtual environment of the robot's location. This system has been validated in a lunar laboratory to observe its advantages over traditional 2D-based teleoperation approaches."
P1265,Takashi Ota: The University of Tokyo; Keigo Matsumoto: The University of Tokyo; Kazusa Aoyama: Gunma University; Tomohiro Amemiya Ph.D.: The University of Tokyo; Takuji Narumi: the University of Tokyo; Hideaki Kuzuoka: The University of Tokyo,Effects of Ankle Tendon Electrical Stimulation on Detection Threshold of Redirected Walking,"Redirected walking (RDW) is a method for exploring virtual spaces larger than physical spaces while preserving a natural walking sensation. We proposed a locomotion method that applies ankle tendon electrical stimulation (TES), which is known to induce a body sway and tilt sensation, to RDW. We evaluated how TES affects the detection threshold (DT), which is the maximum gain at which visual manipulation is not noticed. The results indicated that the DT was expanded when TES was applied to induce the body tilt sensation in the same direction as the RDW's visual manipulation."
P1266,Zhimin Wang: Beihang University; JingYi Sun: Beihang University; Mingwei Hu: Beijing Institute of Technology; Maohang Rao: Beihang University; Yangshi Ge: School of Computer Science and Engineering; Weitao Song: Beijing Institute of Technology; Feng Lu: Beihang University,Multimodal Interaction with Gaze and Pressure Ring in Mixed Reality,"Controller-free augmented reality devices currently rely on gesture interaction, which can cause arm fatigue and limit hand mobility. This paper proposes a multimodal interaction technique that combines gaze and pressure ring worn on the index finger. The proposed technique eliminates the need for direct hand capturing using the camera, allowing for more flexible hand movements and reducing fatigue. The experiment conducted in this study demonstrates the effectiveness of the pressure ring in enhancing interaction efficiency."
P1267,Jiadong Liang: Beihang University; Feng Lu: Beihang University,Audio-driven Talking Face Video Generation with Emotion,"Vivid talking face generation has potential applications in virtual reality. Existing methods can generate talking faces that are synchronized with the audio, but typically ignore the accurate expression of emotions. In this paper, we propose an advanced two-step framework to synthesize talking face videos with vivid emotional appearances.Vivid talking face generation has potential applications in virtual reality. Existing methods can generate talking faces that are synchronized with the audio, but typically ignore the accurate expression of emotions. In this paper, we propose an advanced two-step framework to synthesize talking face videos with vivid emotional appearances. The first step is designed to generate emotional fine-grained landmarks, including the normalized landmarks, gaze, and head pose. In the second step, we map the facial landmarks to latent key points, which are then fed into the pre-trained model to generate high-quality face images. Extensive experiments demonstrate the effectiveness of our method."
P1269,Zhipeng Sui: Tsinghua University; Weihua He: Tsinghua University; Fei Liang: Huawei Technologies Co Ltd; Yongxiang Feng: Huawei Technologies Co Ltd; Xiaobao Wei: Chinese Academy of Sciences Institute of Automation; Qiushuang Lian: Tsinghua University; Ziyang Zhang: Huawei Technologies Co Ltd.; Guoqi Li: Chinese Academy of Sciences Institute of Automation; Wenhui Wang: Tsinghua University,Neuromorphic-Enabled Implementation of Extremely Low-Power Gaze Estimation,"Event camera has great potential in the field of eye tracking, while current event-based gaze estimation suffers from complex imaging settings and participation of RGB modality. We propose a novel architecture for completely event-based low-power spiking gaze estimation using only one eye signal. Our architecture employs a wake-up module to judge the state of inputs, and then enters one of the three modules including hibernation, lightweight SNN segmentation network, and image processing module to obtain the gaze estimation results. We prove that our method performs better in terms of accuracy and power consumption on Angelopoulos's dataset."
P1270,Hyewon Song: Yonsei University; Seongmin Lee: Yonsei University; Sanghoon Lee: Yonsei University,Exploring Strategies for Crafting Emotional Facial Animations in Virtual Characters,"Emotional portrayal by virtual characters is a critical aspect of communication in virtual reality (VR). Our investigation focuses on understanding the factors that influence the depiction of emotions in these characters. Our findings suggest that emotional representation in virtual characters is highly influenced by factors such as facial expressions, head movements, and overall appearance. Surprisingly, despite being a central point in previous studies, lip-syncing seems to have less impact on conveying emotions. These insights from our study hold promising potential for the VR community, enabling the development of virtual characters capable of expressing a wide range of emotions."
P1271,Ibrahim Itani: Deakin University; Kaja Antlej: Deakin University; Michael Mortimer: Deakin University; Ben Horan: Deakin University,Perceived Realism in 360° Video-Based vs. 3D Modeled Virtual Reality Environment,"Virtual reality impacts users differently depending on the visualization environments. This study compares the impact of two visualization styles in virtual environments on perceived realism and perception. An experiment was conducted using a high-fidelity 360° video-based environment and a modeled three-dimensional (3D) environment. The results show the 360° video-based environment produced a higher perceived realism rating and a greater sense of reality. However, no impact was observed on users' perception of the depicted environments. Users' perceptions were positive, indicating an engaging experience with a great effect on opinions regarding the stigma of Geelong's post-industrial manufacturing status."
P1272,Xiaoyan Wei: Th University of Adelaide; Zijian Yue: The University of Adelaide; Hsiang-Ting Chen: University of Adelaide,Physical OOP: Spatial Program Physical Objects Interactions,"Spatial computing has the potential to revolutionise the way we interact with the world around us. However, the current generation of development tools has not yet fully adapted to this shift.  This creates a large perceptual distance between the abstract variable and the physical object.We introduce the Physical Object-Oriented Programming Environment (PhyOOP). PhyOOP empowers users to capture various states of physical objects through live video streams from cameras and insert these visual representations into their code. Users can augment physical objects by attaching executable code snippets onto objects, enabling opportunistic execution triggered by camera observations."
P1273,Rong-Kai Xu: Beijing Institute of Technology; Fang-Lue Zhang: Victoria University of Wellingtong; Lei Zhang: Beijing Institute of Technology,Intrinsic Omnidirectional Video Decomposition,"Intrinsic decomposition of omnidirectional video is a challenging task. We propose a method that can provide temporally consistent decomposition results. Leveraging the 360-degree scene representation, we maintain the global point cloud to propagate and reuse the similar inter-frame content and establish temporal constraints which elevate the quality of frame-wise decomposition while maintaining inter-frame coherence. By optimizing the proposed objective function, our method achieves a precise separation of reflectance and shading components. Comprehensive experiments demonstrate that our approach outperforms existing intrinsic decomposition methods. Our method also hold promise for various video manipulation applications."
P1274,Wenjun Tan: Northeastern University; Pinan Lu: Northeastern University; Qingya Li: Northeastern University; Jinzhu Yang: Northeastern University; TianLong Ji: The First Hospital of China Medical University,3D printing guide plate model construction method for Orthopedic surgery based on Virtual Reality,"This work studies the key technologies of surgical simulation and surgical guide plate design on the basis of VR and constructs a VR prototype system of surgical guide plate design. Firstly, this thesis delves into the study of mesh simplification algorithms. Secondly, a design methodology for surgical guide plate based on triangular mesh filling is proposed. Building upon this foundation, a closed surgical guide plate mesh model is constructed by adding triangular surfaces to the mesh. All key algorithms are integrated and optimized in this thesis to develop a prototype system for VR surgical guide plate design."
P1275,Xiaotong Li: The University of Tokyo; Yuji Hatada: The University of Tokyo; Takuji Narumi: The University of Tokyo,Social Simon Effect between Two Adjacent Avatars in VR,"This study examined the Social Simon Effect (SSE), which indicates that each individual in joint actions automatically activating representations of the other's behavior in the motor system, between two adjacent avatars in virtual reality and investigated the impact of the visual representation of the avatar on SSE. The results showed that SSE was induced when the co-actor's avatar was displayed in full-body or was entirely transparent, but it was absent when only the two hands were visible."
P1276,Amirpouya Ghasemaghaei: University of Central Florida; Yahya Hmaiti: University of Central Florida; Mykola Maslych: University of Central Florida; Esteban Segarra Martinez: University of Central Florida; Joseph LaViola: University of Central Florida,Throwing in Virtual Reality: Performance and Preferences Across Input Device Configurations,"An underexplored interaction metaphor in virtual reality (VR) is throwing, with a considerable challenge in achieving accurate and natural results. We conducted a preliminary investigation of participants' VR throwing performance, measuring their accuracy and preferences across various input device configurations and throwable object types. Participants were tasked with throwing different throwable objects toward random targets using one throwing input configuration out of the five we developed. Our work is relevant to researchers and developers aiming to improve throwing interactions in VR. We demonstrate that on-body tracking leads to the highest throwing accuracy, whereas most participants preferred a controller-derived configuration."
P1277,Nayara Faria: Virginia Tech; Brian Williams: Virginia Tech Transportation Institute; Joseph L Gabbard: Virginia Tech,"I look, but I don't see it: Inattentional Blindness as an Evaluation Metric for Augmented-Reality ","As vehicles increasingly incorporate augmented reality (AR) into head-up displays, assessing their safety in driving becomes vital. AR, blending real and synthetic scenes, can cause inattentional blindness (IB), where crucial information is missed despite users directly looking at them. Traditional HCI methods, centered on task time and accuracy, fall short in evaluating AR's impact on human performance in safety-critical contexts. Our real-road user study with AR-enabled vehicles focuses on inattentional blindness as a key metric for assessment. The results underline the importance of including IB in AR evaluations, extending to other safety-critical sectors like manufacturing, and healthcare."
P1278,Jieun Lee: Gwangju Institute of Science and Technology; Aya Ataya: Gwangju Institute of Science and Technology; SeungJun Kim: Gwangju Institute of Science and Technology,Exploring the Impacts of Interactive Tasks on Redirected Walking in Virtual Reality,Reorientation in virtual reality (VR) is manipulating user orientation within a small physical space to support travel in a large virtual space. Reorientation can be applied to alter the user's orientation in VR content as the user rotates to engage with the content. This study integrated different types of interactions with reorientation to reduce the discrepancy between virtual and real rotation without causing user discomfort. We exceeded the rotation gain threshold to examine the enhancement of reorientation performance in 48 participants. The results indicate that engagement in interactive tasks effectively prevents users from discerning reorientation manipulation without inducing VR sickness.
P1280,Samiha Sultana: BRAC University; Md. Ashraful Alam: BRAC University,A Comparative Analysis of Text Readability on Display Layouts in Virtual Reality,"Curved displays, featuring layouts such as semi-circular and fully circular designs, offer superior visual experiences compared to flat screens due to their alignment with human vision. This study assesses user experience in VR with different display layouts, comparing curved designs (quarter circle, semicircle, three-fourths circle, full circle) and flat screens. It focuses on reading comprehension across 8 display types. The study finds that shorter display layouts are preferred for their faster reading speeds compared to longer curved and flat displays. The results offer key insights for designing and optimizing curved displays in virtual reality applications."
P1283,Jia Liu: Nara Institute of Science and Technology; Renjie Zhang: Nara Institute of Science and Technology; Taishi Sawabe: Nara Institute of Science and Technology; Yuichiro Fujimoto: Nara Institute of Science and Technology; Masayuki Kanbara: Nara Institute of Science and Technology; Hirokazu Kato: Nara Institute of Science and Technology,Integrating Spatial Design with Reality: An AR Game Scene Generation Approach,"AR games can offer a distinct and immersive experience set apart from traditional games. When creating AR games, one of the most formidable challenges faced by designers lies in the unpredictability of real-world environments, making it difficult to seamlessly integrate virtual world with the player's surroundings. Our approach addresses this challenge by converting the designer's design and the player's real environment into scene graphs, and then integrating the two graphs to determine the placement of virtual objects. In addition, we provide a user-friendly interface for designers to quickly visualize inspirations, and an integration module for naturally arranging virtual objects."
P1284,Chong Cao: Beihang University; Yulu Lu: School of New Media Art and Disign,OnStage: Design and Development of a Performance and Practice Simulation System,"Traditional dance practice processes use mirrors or videos to observe movements and facial expressions, have limitations due to their reliance on a single viewpoint. Meanwhile, the transition from dance training rooms to stage performances involves significant environmental changes, including limited rehearsal times and limited opportunities for costume adjustments. In this paper, we present a dance performance and practice simulation system that allows dancers to observe dance movements from multiple perspectives, providing them with an advance preview of their performance in aformal setting."
P1285,Xuansheng Xia: Xi'an Jiaotong-Liverpool University; Yue Li: Xi'an Jiaotong-Liverpool University; Hai-Ning Liang: Xi'an Jiaotong-Liverpool University,CovisitVM: Cross-Reality Virtual Museum Visiting,"Virtual Reality Head-Mounted Displays (VR HMDs) are the main ways for users to immerse in a virtual environment and interact with its virtual objects. The experiences of those around the VR HMD users and their effects on HMD users' experiences have not been well studied. In this work, we invite participants to engage in a cross-reality virtual museum visit. With low, medium, and high degrees of non-HMD user involvement, they could incrementally observe, navigate within, and interact with the virtual museum. Our study provides insights into the design of engaging multiuser VR experiences and cross-reality collaborations."
P1287,Jiachen Liang: Xi'an Jiaotong-Liverpool University; Yue Li: Xi'an Jiaotong-Liverpool University; Xueqi Wang: Xi'an Jiaotong-Liverpool University; Ziyue Zhao: Xi'an Jiaotong-Liverpool University; Hai-Ning Liang: Xi'an Jiaotong-Liverpool University,MemoryVR: Collecting and Sharing Memories in Personal Virtual Museums,"We present MemoryVR, a virtual museum system designed to preserve and share personal memories. This system enables users to create customized virtual museums within a spatial enclosure, providing an immersive and enriched way to experience personal memories. We invited participants to use MemoryVR to create their own personal virtual museums and visit those created by others. Results from evaluation studies showed a positive impact of MemoryVR on their experience of memories. Participants reported that their experiences within the personal virtual museums were fulfilling, invoking a sense of ritual, ownership, curiosity, and engagement."
P1288,Yue Lin: The Hong Kong University of Science and Technology (Guangzhou); Yudong Huang: The Hong Kong University of Science and Technology (Guangzhou); David Yip: The Hong Kong University of Science and Technology; Zeyu Wang: The Hong Kong University of Science and Technology (Guangzhou),AgileFingers: Authoring AR Character Animation Through Hierarchical and Embodied Hand Gestures,"We present AgileFingers, a hand gesture-based solution for authoring AR character animation based on a mobile device. Our work initially categorizes four major types of animals under Vertebrata. We conducted a formative study on how users construct hierarchical relationships in full-body skeletal animation and potential hand structure mapping rules. Informed by the study, we developed a hierarchical segmented control system, which enables novice users to manipulate full-body 3D characters with unimanual gestures sequentially. Our user study reveals the ease of use, intuitiveness, and high adaptability of the AgileFingers system across various characters. "
P1289,Xin Yi: Tsinghua University; Yan Kong: CS; Xueze Kang: CS; Shuning Zhang: Tsinghua University; Xueyang Wang: Tsinghua University; Yuntao Wang: Tsinghua University; Yu Tian: China Astronaut Research and Training Center; Hewu Li: Tsinghua University,Exploring Interactive Gestures with Voice Assistant on HMDs in Social Situations,"Voice assistants (VAs) are becoming increasingly popular in VR and MR. However, speaking to the VA in social (e.g., during conversation with others) may lead to misunderstanding and embarrassment. In this paper, we proposed CollarMic, a technique that allowed the users to use speak-to-shoulder gesture to indicate whether to talk to the VA. Through a brainstorming with 10 experts, we first collected a total of 62 conversation switching gestures in social that leveraged different body parts (e.g., head and hand). We further eliminated different gestures through voting and interviews. Our findings highlighted the speak-to-shoulder gesture that best suits our technique."
